id_carte,code_set,numero,nom_fr,nom_en,type_carte,rarete,element,hp,talent_nom_fr,talent_effet_fr,attaque1_nom_fr,attaque1_cout,attaque1_degats,attaque1_effet_fr,attaque2_nom_fr,attaque2_cout,attaque2_degats,attaque2_effet_fr,faiblesse,retraite,illustrateur,image_url,source
PKT-A4b-260,A4b,260,Magearna,Magearna,pokemon,diamant,metal,90,,,Canon Argenté,metal|metal,40,"Si le Pokémon Actif de votre adversaire a un talent, cette attaque inflige 40 dégâts supplémentaires.",,,,,feu,1,kawayoo,,pokekalos
PKT-A4b-261,A4b,261,Magearna,Magearna,pokemon,diamant,metal,90,,,Canon Argenté,metal|metal,40,"Si le Pokémon Actif de votre adversaire a un talent, cette attaque inflige 40 dégâts supplémentaires.",,,,,feu,1,kawayoo,,pokekalos
PKT-A4b-262,A4b,262,Forgerette,Tinkatink,pokemon,diamant,metal,60,,,Poing Tire-Bouchon,metal,20,,,,,,feu,1,miki kudo,,pokekalos
PKT-A4b-263,A4b,263,Forgerette,Tinkatink,pokemon,diamant,metal,60,,,Poing Tire-Bouchon,metal,20,,,,,,feu,1,miki kudo,,pokekalos
PKT-A4b-264,A4b,264,Forgella,Tinkatuff,pokemon,diamant,metal,90,,,Marteau Persévérant,metal|metal,30,"Lancez une pièce. Si c'est face, cette attaque inflige 30 dégâts de plus.",,,,,feu,2,miki kudo,,pokekalos
PKT-A4b-265,A4b,265,Forgella,Tinkatuff,pokemon,diamant,metal,90,,,Marteau Persévérant,metal|metal,30,"Lancez une pièce. Si c'est face, cette attaque inflige 30 dégâts de plus.",,,,,feu,2,miki kudo,,pokekalos
PKT-A4b-266,A4b,266,Forgelina-ex,Tinkaton ex,pokemon,diamant,metal,170,,,Écrasement Formidable,metal|metal|incolore,80,"Lancez une pièce. Si c'est face, cette attaque inflige 80 dégâts de plus.",,,,,feu,2,PLANETA Mochizuki,,pokekalos
PKT-A4b-267,A4b,267,Minidraco,Dratini,pokemon,diamant,dragon,60,,,Bataille,incolore,20,,,,,,type-inconnu-0,1,Naoyo Kimura,,pokekalos
PKT-A4b-268,A4b,268,Minidraco,Dratini,pokemon,diamant,dragon,60,,,Bataille,incolore,20,,,,,,type-inconnu-0,1,Naoyo Kimura,,pokekalos
PKT-A4b-269,A4b,269,Draco,Dragonair,pokemon,diamant,dragon,90,,,Cascade,eau|electrique,60,,,,,,type-inconnu-0,1,sui,,pokekalos
PKT-A4b-270,A4b,270,Draco,Dragonair,pokemon,diamant,dragon,90,,,Cascade,eau|electrique,60,,,,,,type-inconnu-0,1,sui,,pokekalos
PKT-A4b-271,A4b,271,Dracolosse-ex,Dragonite ex,pokemon,diamant,dragon,180,,,Giga Impact,eau|electrique|incolore,180,"Pendant votre prochain tour, ce Pokémon ne peut pas attaquer.",,,,,type-inconnu-0,2,PLANETA Igarashi,,pokekalos
PKT-A4b-272,A4b,272,Roucool,Pidgey,pokemon,diamant,incolore,50,,,Battement,incolore,20,,,,,,electrique,1,Shigenori Negishi,,pokekalos
PKT-A4b-273,A4b,273,Roucool,Pidgey,pokemon,diamant,incolore,50,,,Battement,incolore,20,,,,,,electrique,1,Shigenori Negishi,,pokekalos
PKT-A4b-274,A4b,274,Roucoups,Pidgeotto,pokemon,diamant,incolore,90,,,Cru-Ailes,incolore|incolore|incolore,50,,,,,,electrique,1,Taiga Kayama,,pokekalos
PKT-A4b-275,A4b,275,Roucoups,Pidgeotto,pokemon,diamant,incolore,90,,,Cru-Ailes,incolore|incolore|incolore,50,,,,,,electrique,1,Taiga Kayama,,pokekalos
PKT-A4b-276,A4b,276,Roucarnage-ex,Pidgeot ex,pokemon,diamant,incolore,170,,,Cyclone Ravageur,incolore|incolore|incolore,80,Cette attaque inflige 20 dégâts supplémentaires pour chaque Pokémon de Banc de votre adversaire.,,,,,electrique,1,PLANETA CG Works,,pokekalos
PKT-A4b-277,A4b,277,Rondoudou,Jigglypuff,pokemon,diamant,incolore,60,,,Écras'Face,incolore|incolore,30,,,,,,combat,1,Mizue,,pokekalos
PKT-A4b-278,A4b,278,Rondoudou,Jigglypuff,pokemon,diamant,incolore,60,,,Écras'Face,incolore|incolore,30,,,,,,combat,1,Mizue,,pokekalos
PKT-A4b-279,A4b,279,Grodoudou-ex,Wigglytuff ex,pokemon,diamant,incolore,140,,,Chanson Berçante,incolore|incolore|incolore,80,Le Pokémon Actif de votre adversaire est maintenant Endormi.,,,,,combat,2,PLANETA Igarashi,,pokekalos
PKT-A4b-280,A4b,280,Canarticho,Farfetch'd,pokemon,diamant,incolore,60,,,Coup d'Oignon,incolore,40,,,,,,electrique,1,Miki Tanaka,,pokekalos
PKT-A4b-281,A4b,281,Canarticho,Farfetch'd,pokemon,diamant,incolore,60,,,Coup d'Oignon,incolore,40,,,,,,electrique,1,Miki Tanaka,,pokekalos
PKT-A4b-282,A4b,282,Excelangue,Lickitung,pokemon,diamant,incolore,80,,,Gros Coup de Langue,incolore|incolore|incolore,50,,,,,,combat,2,Yukiko Baba,,pokekalos
PKT-A4b-283,A4b,283,Excelangue,Lickitung,pokemon,diamant,incolore,80,,,Gros Coup de Langue,incolore|incolore|incolore,50,,,,,,combat,2,Yukiko Baba,,pokekalos
PKT-A4b-284,A4b,284,Coudlangue-ex,Lickilicky ex,pokemon,diamant,incolore,160,,,Langue Frénétique,incolore|incolore|incolore|incolore,100,Lancez une pièce jusqu'à ce que vous obteniez pile. Cette attaque inflige 40 dégâts supplémentaires pour chaque côté face.,,,,,combat,4,PLANETA Igarashi,,pokekalos
PKT-A4b-285,A4b,285,Évoli,Eevee,pokemon,diamant,incolore,60,,,Collecte,incolore,,Piochez une carte.,,,,,combat,1,Naoki Saito,,pokekalos
PKT-A4b-286,A4b,286,Évoli,Eevee,pokemon,diamant,incolore,60,,,Collecte,incolore,,Piochez une carte.,,,,,combat,1,Naoki Saito,,pokekalos
PKT-A4b-287,A4b,287,Évoli-ex,Eevee ex,pokemon,diamant,incolore,90,Volivolution,Ce Pokémon peut évoluer en n'importe quel Pokémon qui évolue de Évoli si vous le jouez de votre main sur ce Pokémon.(Ce Pokémon ne peut pas évoluer pendant votre premier tour ou pendant le tour où vous le jouez.),Morsure,incolore,30,,,,,,combat,1,PLANETA CG Works,,pokekalos
PKT-A4b-288,A4b,288,Ronflex-ex,Snorlax ex,pokemon,diamant,incolore,160,Bouche Pleine,"À la fin de votre tour, si ce Pokémon est sur le Poste Actif, soignez 20 dégâts à ce Pokémon.",Poing Torpide,incolore|incolore|incolore|incolore,130,Ce Pokémon est maintenant Endormi.,,,,,combat,4,PLANETA Tsuji,,pokekalos
PKT-A4b-289,A4b,289,Lugia-ex,Lugia ex,pokemon,diamant,incolore,150,,,Explosion Élémentaire,feu|eau|electrique,180,"Défaussez une Énergie Feu, Eau et Électrique de ce Pokémon.",,,,,electrique,2,PLANETA CG Works,,pokekalos
PKT-A4b-290,A4b,290,Skitty,Skitty,pokemon,diamant,incolore,60,,,Charge,incolore,20,,,,,,combat,1,Sumiyoshi Kizuki,,pokekalos
PKT-A4b-291,A4b,291,Skitty,Skitty,pokemon,diamant,incolore,60,,,Charge,incolore,20,,,,,,combat,1,Sumiyoshi Kizuki,,pokekalos
PKT-A4b-292,A4b,292,Delcatty,Delcatty,pokemon,diamant,incolore,90,,,Assistance Énergétique,incolore,30,Prenez une Énergie Incolore de votre zone Énergie et attachez-la à un de vos Pokémon de Banc.,,,,,combat,1,0313,,pokekalos
PKT-A4b-293,A4b,293,Delcatty,Delcatty,pokemon,diamant,incolore,90,,,Assistance Énergétique,incolore,30,Prenez une Énergie Incolore de votre zone Énergie et attachez-la à un de vos Pokémon de Banc.,,,,,combat,1,0313,,pokekalos
PKT-A4b-294,A4b,294,Keunotor,Bidoof,pokemon,diamant,incolore,70,,,Coup d'Boule,incolore|incolore,30,,,,,,combat,2,Sekio,,pokekalos
PKT-A4b-295,A4b,295,Keunotor,Bidoof,pokemon,diamant,incolore,70,,,Coup d'Boule,incolore|incolore,30,,,,,,combat,2,Sekio,,pokekalos
PKT-A4b-296,A4b,296,Castorno-ex,Bibarel ex,pokemon,diamant,incolore,160,,,Pression Insouciante,incolore|incolore|incolore|incolore,100,Soignez 30 dégâts de ce Pokémon.,,,,,combat,3,PLANETA CG Works,,pokekalos
PKT-A4b-297,A4b,297,Shaymin,Shaymin,pokemon,diamant,incolore,70,Soutien Céleste,"Tant que ce Pokémon est sur votre Banc, le Coût de Retraite de votre Pokémon de base Actif est diminué de 1.",Battement,incolore|incolore,30,,,,,,electrique,1,Mizue,,pokekalos
PKT-A4b-298,A4b,298,Shaymin,Shaymin,pokemon,diamant,incolore,70,Soutien Céleste,"Tant que ce Pokémon est sur votre Banc, le Coût de Retraite de votre Pokémon de base Actif est diminué de 1.",Battement,incolore|incolore,30,,,,,,electrique,1,Mizue,,pokekalos
PKT-A4b-299,A4b,299,Arceus-ex,Arceus ex,pokemon,diamant,incolore,140,Éclat de Légende,Ce Pokémon ne peut être affecté par aucun État Spécial.,Pouvoir Ultime,incolore|incolore|incolore,70,Cette attaque inflige 20 dégâts supplémentaires pour chacun de vos Pokémon de Banc.,,,,,combat,2,PLANETA CG Works,,pokekalos
PKT-A4b-300,A4b,300,Type:0,Type: Null,pokemon,diamant,incolore,80,,,Coup d'Poing Éclair,incolore,20,"Lancez une pièce. Si c'est face, cette attaque inflige 20 dégâts de plus.",,,,,combat,2,match,,pokekalos
PKT-A4b-301,A4b,301,Type:0,Type: Null,pokemon,diamant,incolore,80,,,Coup d'Poing Éclair,incolore,20,"Lancez une pièce. Si c'est face, cette attaque inflige 20 dégâts de plus.",,,,,combat,2,match,,pokekalos
PKT-A4b-302,A4b,302,Silvallié,Silvally,pokemon,diamant,incolore,110,,,Copains Courageux,incolore|incolore,50,"Si vous avez joué une carte Supporter de votre main pendant ce tour, cette attaque inflige 50 dégâts supplémentaires.",,,,,combat,1,Eske Yoshinob,,pokekalos
PKT-A4b-303,A4b,303,Silvallié,Silvally,pokemon,diamant,incolore,110,,,Copains Courageux,incolore|incolore,50,"Si vous avez joué une carte Supporter de votre main pendant ce tour, cette attaque inflige 50 dégâts supplémentaires.",,,,,combat,1,Eske Yoshinob,,pokekalos
PKT-A4b-304,A4b,304,Bamboiselle,Celesteela,pokemon,diamant,incolore,120,Ultra-Propulseurs,"Une fois pendant votre tour, vous pouvez échanger l'Ultra-Chimère sur votre Poste Actif avec une des Ultra-Chimères sur votre Banc.",Moombahton,incolore|incolore|incolore,100,"Lancez une pièce. Si c'est pile, cette attaque ne fait rien.",,,,,electrique,4,kawayoo,,pokekalos
PKT-A4b-305,A4b,305,Bamboiselle,Celesteela,pokemon,diamant,incolore,120,Ultra-Propulseurs,"Une fois pendant votre tour, vous pouvez échanger l'Ultra-Chimère sur votre Poste Actif avec une des Ultra-Chimères sur votre Banc.",Moombahton,incolore|incolore|incolore,100,"Lancez une pièce. Si c'est pile, cette attaque ne fait rien.",,,,,electrique,4,kawayoo,,pokekalos
PKT-A4b-306,A4b,306,Motorizard,Cyclizar,pokemon,diamant,incolore,80,,,Hyperaccélération,incolore,20,"Pendant votre prochain tour, l'attaque Hyperaccélération de ce Pokémon inflige +20 dégâts.",,,,,combat,1,HAGIYA Kaoru,,pokekalos
PKT-A4b-307,A4b,307,Motorizard,Cyclizar,pokemon,diamant,incolore,80,,,Hyperaccélération,incolore,20,"Pendant votre prochain tour, l'attaque Hyperaccélération de ce Pokémon inflige +20 dégâts.",,,,,combat,1,HAGIYA Kaoru,,pokekalos
PKT-A4b-308,A4b,308,Sac Évoli,Eevee Bag,dresseur-objet,diamant,,,,,,,,"Choisissez un de ces effets :  [Ctrl:OL] [Ctrl:LI]Pendant ce tour, les attaques de vos Pokémon évoluant de Évoli infligent + 10 dégâts au Pokémon Actif de votre adversaire. [/Ctrl:LI] [Ctrl:LI]Soignez 20 dégâts à chacun de vos Pokémon évoluant de Évoli.[/Ctrl:LI] [/Ctrl:OL]",,,,,,0,AYUMI ODASHIMA,,pokekalos
PKT-A4b-309,A4b,309,Sac Évoli,Eevee Bag,dresseur-objet,diamant,,,,,,,,"Choisissez un de ces effets :  [Ctrl:OL] [Ctrl:LI]Pendant ce tour, les attaques de vos Pokémon évoluant de Évoli infligent + 10 dégâts au Pokémon Actif de votre adversaire. [/Ctrl:LI] [Ctrl:LI]Soignez 20 dégâts à chacun de vos Pokémon évoluant de Évoli.[/Ctrl:LI] [/Ctrl:OL]",,,,,,0,AYUMI ODASHIMA,,pokekalos
PKT-A4b-310,A4b,310,Échange Élémentaire,Elemental Switch,dresseur-objet,diamant,,,,,,,,"Déplacez une Énergie Feu, Eau ou Électrique d'un de vos Pokémon de Banc vers votre Pokémon Actif.",,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-311,A4b,311,Échange Élémentaire,Elemental Switch,dresseur-objet,diamant,,,,,,,,"Déplacez une Énergie Feu, Eau ou Électrique d'un de vos Pokémon de Banc vers votre Pokémon Actif.",,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-312,A4b,312,Vieil Ambre,Old Amber,dresseur-objet (fossile),diamant,,,,,,,,"Jouez cette carte comme si c'était un Pokémon Incolore de base avec 40 PV. N'importe quand pendant votre tour, vous pouvez défausser cette carte du jeu. Cette carte ne peut pas battre en retraite.",,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-313,A4b,313,Vieil Ambre,Old Amber,dresseur-objet (fossile),diamant,,,,,,,,"Jouez cette carte comme si c'était un Pokémon Incolore de base avec 40 PV. N'importe quand pendant votre tour, vous pouvez défausser cette carte du jeu. Cette carte ne peut pas battre en retraite.",,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-314,A4b,314,Super Bonbon,Rare Candy,dresseur-objet,diamant,,,,,,,,"Choisissez un de vos Pokémon de base en jeu. Si vous avez dans votre main une carte Évolution de Niveau 2 de ce Pokémon-là, placez celle-ci sur le Pokémon de base pour le faire évoluer, sans passer par le Niveau 1. Vous ne pouvez utiliser cette carte ni pendant votre premier tour ni sur un Pokémon de base qui a été mis en jeu pendant ce tour.",,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-315,A4b,315,Super Bonbon,Rare Candy,dresseur-objet,diamant,,,,,,,,"Choisissez un de vos Pokémon de base en jeu. Si vous avez dans votre main une carte Évolution de Niveau 2 de ce Pokémon-là, placez celle-ci sur le Pokémon de base pour le faire évoluer, sans passer par le Niveau 1. Vous ne pouvez utiliser cette carte ni pendant votre premier tour ni sur un Pokémon de base qui a été mis en jeu pendant ce tour.",,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-316,A4b,316,Communication Pokémon,Pokémon Communication,dresseur-objet,diamant,,,,,,,,Choisissez un Pokémon de votre main et échangez-le avec un Pokémon de votre deck au hasard.,,,,,,0,Ayaka Yoshida,,pokekalos
PKT-A4b-317,A4b,317,Communication Pokémon,Pokémon Communication,dresseur-objet,diamant,,,,,,,,Choisissez un Pokémon de votre main et échangez-le avec un Pokémon de votre deck au hasard.,,,,,,0,Ayaka Yoshida,,pokekalos
PKT-A4b-318,A4b,318,Câble Électrique,Electrical Cord,dresseur-outil pokémon,diamant,,,,,,,,"Si le Pokémon Électrique auquel cette carte est attachée est sur le Poste Actif et qu'il est mis K.O. par les dégâts d'une attaque d'un Pokémon de votre adversaire, déplacez 2 Énergies Électrique de ce Pokémon et attachez une Énergie à 2 de vos Pokémon de Banc.",,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-319,A4b,319,Câble Électrique,Electrical Cord,dresseur-outil pokémon,diamant,,,,,,,,"Si le Pokémon Électrique auquel cette carte est attachée est sur le Poste Actif et qu'il est mis K.O. par les dégâts d'une attaque d'un Pokémon de votre adversaire, déplacez 2 Énergies Électrique de ce Pokémon et attachez une Énergie à 2 de vos Pokémon de Banc.",,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-320,A4b,320,Cape Géante,Giant Cape,dresseur-outil pokémon,diamant,,,,,,,,Cette carte octroie + 20 PV au Pokémon auquel elle est attachée.,,,,,,0,Ryo Ueda,,pokekalos
PKT-A4b-321,A4b,321,Cape Géante,Giant Cape,dresseur-outil pokémon,diamant,,,,,,,,Cette carte octroie + 20 PV au Pokémon auquel elle est attachée.,,,,,,0,Ryo Ueda,,pokekalos
PKT-A4b-322,A4b,322,Casque Brut,Rocky Helmet,dresseur-outil pokémon,diamant,,,,,,,,"Si le Pokémon auquel cette carte est attachée est sur le Poste Actif et qu'il subit les dégâts d'une attaque de l'un des Pokémon de votre adversaire, infligez 20 dégâts au Pokémon Attaquant.",,,,,,0,Ayaka Yoshida,,pokekalos
PKT-A4b-323,A4b,323,Casque Brut,Rocky Helmet,dresseur-outil pokémon,diamant,,,,,,,,"Si le Pokémon auquel cette carte est attachée est sur le Poste Actif et qu'il subit les dégâts d'une attaque de l'un des Pokémon de votre adversaire, infligez 20 dégâts au Pokémon Attaquant.",,,,,,0,Ayaka Yoshida,,pokekalos
PKT-A4b-324,A4b,324,Cape Sylvestre,Leaf Cape,dresseur-outil pokémon,diamant,,,,,,,,Cette carte octroie + 30 PV au Pokémon Plante auquel elle est attachée.,,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-325,A4b,325,Cape Sylvestre,Leaf Cape,dresseur-outil pokémon,diamant,,,,,,,,Cette carte octroie + 30 PV au Pokémon Plante auquel elle est attachée.,,,,,,0,Toyste Beach,,pokekalos
PKT-A4b-326,A4b,326,Hélio,Cyrus,dresseur-supporter,diamant,,,,,,,,Envoyez l'un des Pokémon de Banc de votre adversaire ayant subi des dégâts sur le Poste Actif.,,,,,,0,akagi,,pokekalos
PKT-A4b-327,A4b,327,Hélio,Cyrus,dresseur-supporter,diamant,,,,,,,,Envoyez l'un des Pokémon de Banc de votre adversaire ayant subi des dégâts sur le Poste Actif.,,,,,,0,akagi,,pokekalos
PKT-A4b-328,A4b,328,Erika,Erika,dresseur-supporter,diamant,,,,,,,,Soignez 50 dégâts d'un de vos Pokémon Plante.,,,,,,0,kirisAki,,pokekalos
PKT-A4b-329,A4b,329,Erika,Erika,dresseur-supporter,diamant,,,,,,,,Soignez 50 dégâts d'un de vos Pokémon Plante.,,,,,,0,kirisAki,,pokekalos
PKT-A4b-330,A4b,330,Nacchara,Irida,dresseur-supporter,diamant,,,,,,,,Soignez 40 dégâts de chacun de vos Pokémon auquel de l'Énergie Eau est attachée.,,,,,,0,Atsushi Furusawa,,pokekalos
PKT-A4b-331,A4b,331,Nacchara,Irida,dresseur-supporter,diamant,,,,,,,,Soignez 40 dégâts de chacun de vos Pokémon auquel de l'Énergie Eau est attachée.,,,,,,0,Atsushi Furusawa,,pokekalos
PKT-A4b-332,A4b,332,Célesta,Lyra,dresseur-supporter,diamant,,,,,,,,Échangez votre Pokémon Actif ayant subi des dégâts contre un de vos Pokémon de Banc.,,,,,,0,yuu,,pokekalos
PKT-A4b-333,A4b,333,Célesta,Lyra,dresseur-supporter,diamant,,,,,,,,Échangez votre Pokémon Actif ayant subi des dégâts contre un de vos Pokémon de Banc.,,,,,,0,yuu,,pokekalos
PKT-A4b-334,A4b,334,Giovanni,Giovanni,dresseur-supporter,diamant,,,,,,,,"Pendant ce tour, les attaques de vos Pokémon infligent + 10 dégâts au Pokémon Actif de votre adversaire.",,,,,,0,Hideki Ishikawa,,pokekalos
PKT-A4b-335,A4b,335,Giovanni,Giovanni,dresseur-supporter,diamant,,,,,,,,"Pendant ce tour, les attaques de vos Pokémon infligent + 10 dégâts au Pokémon Actif de votre adversaire.",,,,,,0,Hideki Ishikawa,,pokekalos
PKT-A4b-336,A4b,336,Silver,Silver,dresseur-supporter,diamant,,,,,,,,Votre adversaire dévoile sa main. Choisissez une carte Supporter que vous y trouvez et mélangez-la avec le deck de votre adversaire.,,,,,,0,Hideki Ishikawa,,pokekalos
PKT-A4b-337,A4b,337,Silver,Silver,dresseur-supporter,diamant,,,,,,,,Votre adversaire dévoile sa main. Choisissez une carte Supporter que vous y trouvez et mélangez-la avec le deck de votre adversaire.,,,,,,0,Hideki Ishikawa,,pokekalos
PKT-A4b-338,A4b,338,Morgane,Sabrina,dresseur-supporter,diamant,,,,,,,,Échangez le Pokémon Actif de votre adversaire avec l'un de ses Pokémon de Banc.(Votre adversaire choisit le nouveau Pokémon Actif.),,,,,,0,Yuu Nishida,,pokekalos
PKT-A4b-339,A4b,339,Morgane,Sabrina,dresseur-supporter,diamant,,,,,,,,Échangez le Pokémon Actif de votre adversaire avec l'un de ses Pokémon de Banc.(Votre adversaire choisit le nouveau Pokémon Actif.),,,,,,0,Yuu Nishida,,pokekalos
PKT-A4b-340,A4b,340,Mashynn,Iono,dresseur-supporter,diamant,,,,,,,,"Chaque joueur mélange les cartes de sa main avec son deck, puis pioche ce même nombre de cartes.",,,,,,0,saino misaki,,pokekalos
PKT-A4b-341,A4b,341,Mashynn,Iono,dresseur-supporter,diamant,,,,,,,,"Chaque joueur mélange les cartes de sa main avec son deck, puis pioche ce même nombre de cartes.",,,,,,0,saino misaki,,pokekalos
PKT-A4b-342,A4b,342,Aurore,Dawn,dresseur-supporter,diamant,,,,,,,,Déplacez une Énergie de l'un de vos Pokémon de Banc vers votre Pokémon Actif.,,,,,,0,saino misaki,,pokekalos
PKT-A4b-343,A4b,343,Aurore,Dawn,dresseur-supporter,diamant,,,,,,,,Déplacez une Énergie de l'un de vos Pokémon de Banc vers votre Pokémon Actif.,,,,,,0,saino misaki,,pokekalos
PKT-A4b-344,A4b,344,Mars,Mars,dresseur-supporter,diamant,,,,,,,,Votre adversaire mélange sa main avec son deck et pioche une carte pour chaque point qui lui reste à gagner pour obtenir la victoire.,,,,,,0,Yuu Nishida,,pokekalos
PKT-A4b-345,A4b,345,Mars,Mars,dresseur-supporter,diamant,,,,,,,,Votre adversaire mélange sa main avec son deck et pioche une carte pour chaque point qui lui reste à gagner pour obtenir la victoire.,,,,,,0,Yuu Nishida,,pokekalos
PKT-A4b-346,A4b,346,Leaf,Leaf,dresseur-supporter,diamant,,,,,,,,"Pendant ce tour, le Coût de Retraite de votre Pokémon Actif est diminué de 2 Énergies.",,,,,,0,En Morikura,,pokekalos
PKT-A4b-347,A4b,347,Leaf,Leaf,dresseur-supporter,diamant,,,,,,,,"Pendant ce tour, le Coût de Retraite de votre Pokémon Actif est diminué de 2 Énergies.",,,,,,0,En Morikura,,pokekalos
PKT-A4b-348,A4b,348,Lilie,Lillie,dresseur-supporter,diamant,,,,,,,,Soignez 60 dégâts d'un de vos Pokémon de base.,,,,,,0,hechima,,pokekalos
PKT-A4b-349,A4b,349,Lilie,Lillie,dresseur-supporter,diamant,,,,,,,,Soignez 60 dégâts d'un de vos Pokémon de base.,,,,,,0,hechima,,pokekalos
PKT-A4b-350,A4b,350,Elsa-Mina,Lusamine,dresseur-supporter,diamant,,,,,,,,Vous ne pouvez utiliser cette carte que si votre adversaire a gagné au moins un point.  Choisissez une de vos Ultra-Chimères. Attachez 2 Énergies au hasard de votre pile de défausse à ce Pokémon.,,,,,,0,Taira Akitsu,,pokekalos
PKT-A4b-351,A4b,351,Elsa-Mina,Lusamine,dresseur-supporter,diamant,,,,,,,,Vous ne pouvez utiliser cette carte que si votre adversaire a gagné au moins un point.  Choisissez une de vos Ultra-Chimères. Attachez 2 Énergies au hasard de votre pile de défausse à ce Pokémon.,,,,,,0,Taira Akitsu,,pokekalos
PKT-A4b-352,A4b,352,Red,Red,dresseur-supporter,diamant,,,,,,,,"Pendant ce tour, les attaques de vos Pokémon infligent + 20 dégâts au Pokémon-exActif de votre adversaire.",,,,,,0,Teeziro,,pokekalos
PKT-A4b-353,A4b,353,Red,Red,dresseur-supporter,diamant,,,,,,,,"Pendant ce tour, les attaques de vos Pokémon infligent + 20 dégâts au Pokémon-exActif de votre adversaire.",,,,,,0,Teeziro,,pokekalos
PKT-A4b-354,A4b,354,Matourgeon,Floragato,pokemon,etoile,plante,90,,,Tranche,plante|plante,40,,,,,,feu,1,Kariya,,pokekalos
PKT-A4b-355,A4b,355,Colhomard,Crawdaunt,pokemon,etoile,eau,100,,"Une fois pendant votre tour, lorsque vous jouez ce Pokémon de votre main pour faire évoluer un de vos Pokémon, vous pouvez défausser au hasard une Énergie attachée au Pokémon Actif de votre adversaire.",Pince-Masse,eau|eau|incolore,70,,,,,,electrique,2,REND,,pokekalos
PKT-A4b-356,A4b,356,Amphinobi,Greninja,pokemon,etoile,eau,120,Sheauriken,"Une fois pendant votre tour, vous pouvez infliger 20 dégâts à un Pokémon de votre adversaire.",Tranche-Brume,eau|incolore,60,,,,,,electrique,1,Noriaki Tanimura,,pokekalos
PKT-A4b-357,A4b,357,Gardevoir,Gardevoir,pokemon,etoile,psy,110,Ombre Psy,"Une fois pendant votre tour, vous pouvez prendre une Énergie Psy de votre zone Énergie et l'attacher au Pokémon Psy sur le Poste Actif.",Piqûre Psy,psy|psy|incolore,60,,,,,,obscurite,2,Tomomi Ozaki,,pokekalos
PKT-A4b-358,A4b,358,Cupcanaille,Slurpuff,pokemon,etoile,psy,120,,,Saupoudrage Sucré,incolore|incolore,30,"Si un de vos Pokémon a utilisé Saupoudrage Sucré lors de votre dernier tour, cette attaque inflige 60 dégâts supplémentaires.",,,,,metal,3,Orca,,pokekalos
PKT-A4b-359,A4b,359,Canarticho,Farfetch'd,pokemon,etoile,incolore,60,,,Coup d'Oignon,incolore,40,,,,,,electrique,1,Uninori,,pokekalos
PKT-A4b-360,A4b,360,Mouscoto-ex,Buzzwole ex,pokemon,etoile,plante,140,,,Koud'Poing,incolore|incolore,30,,Breakbeat,plante|plante|incolore,120,"Pendant votre prochain tour, ce Pokémon ne peut pas utiliser Breakbeat.",feu,2,5ban Graphics,,pokekalos
PKT-A4b-361,A4b,361,Dracaufeu-ex,Charizard ex,pokemon,etoile,feu,180,,,Tranche,feu|incolore|incolore,60,,Tempête Écarlate,feu|feu|incolore|incolore,200,Défaussez 2 Énergies Feu de ce Pokémon.,eau,2,5ban Graphics,,pokekalos
PKT-A4b-362,A4b,362,Ho-Oh-ex,Ho-Oh ex,pokemon,etoile,feu,150,,,Accélération du Phénix,incolore|incolore|incolore,80,"Prenez une Énergie Feu, Eau et Électrique de votre zone Énergie et attachez-les à vos Pokémon de base de Banc comme il vous plaît.",,,,,electrique,2,5ban Graphics,,pokekalos
PKT-A4b-363,A4b,363,Palkia-ex,Palkia ex,pokemon,etoile,eau,150,,,Tranche,eau,30,,Tempête Dimensionnelle,eau|eau|eau|incolore,150,Défaussez 3 Énergies Eau de ce Pokémon. Cette attaque inflige aussi 20 dégâts à chacun des Pokémon de Banc de votre adversaire.,electrique,2,5ban Graphics,,pokekalos
PKT-A4b-364,A4b,364,Pikachu-ex,Pikachu ex,pokemon,etoile,electrique,120,,,Cercle Électrik,electrique|electrique,30,Cette attaque inflige 30 dégâts pour chaque Pokémon Électrique sur votre Banc.,,,,,combat,1,5ban Graphics,,pokekalos
PKT-A4b-365,A4b,365,Mewtwo-ex,Mewtwo ex,pokemon,etoile,psy,150,,,Sphère Psy,psy|incolore,50,,Psykoforce,psy|psy|incolore|incolore,150,Défaussez 2 Énergies Psy de ce Pokémon.,obscurite,2,5ban Graphics,,pokekalos
PKT-A4b-366,A4b,366,Mew-ex,Mew ex,pokemon,etoile,psy,130,,,Piqûre Psy,psy,20,,Piratage de Génome,incolore|incolore|incolore,,Choisissez l'une des attaques du Pokémon Actif de votre adversaire et utilisez-la en tant que cette attaque.,obscurite,1,5ban Graphics,,pokekalos
PKT-A4b-367,A4b,367,Lunala-ex,Lunala ex,pokemon,etoile,psy,180,Connexion Psy,"Une fois pendant votre tour, vous pouvez déplacer toute l'Énergie Psy de l'un de vos Pokémon Psy de Banc vers votre Pokémon Actif.",Explosion Lunaire,psy|incolore|incolore,100,,,,,,obscurite,1,5ban Graphics,,pokekalos
